Title,Subject,Subject Name,Geographic Coverage,Photographer,Year,Caption,longitude,latitude,imageurl
"Cars on the road through Griffith Park with laborers in the background widening the road, Los Angeles 1933",Depressions $z California $z Los Angeles,Reconstruction Finance Corporation,Los Angeles (Calif.),,1933,"Text from newspaper caption: Class Lines Vanish in R.F.C. Labor Gangs: Bankers or Bootblacks - They Get 40 Cents an Hour Now; below, a few of more than 1000 autos driven to work by relief labroers""",-118.2942,34.136554,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4083.jpg
"Mexican Consul Ricardo Hill attends as General Saturnino Cedillo presents dueling pistols to Sherriff James E. Davis, Los Angeles, 1935",Handguns,Los Angeles Police Revolver and Athletic Club,Los Angeles (Calif.),,1935,Text from newspaper caption: Chief of Police Davis yesterday became the owner of a brace of dueling pistols dating from Napoleon's time and for years the prized possessions of the Cedillo family of Mexico. Gen. Saturnino Cedillo is presenting the weapons to Davis as Mexican Consul Ricardo Hills looks on.,-118.24195,34.082047,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10801.jpg
"Anita Louise, Buddy Adler, Virginia Fox (Mrs. Darryl F. Zanuck), Dana Wynter, and Greg Bautzer, Egyptian Theater, Los Angeles, 1958",Theaters--California--Los Angeles,"Louise, Anita, $d 1915-1970",Los Angeles (Calif.),,1958,"Text from newspaper caption: Celebrities--On hand for festive occasion at Egyptian Theater were (l to r)--Mrs. Buddy Adler (Anita Louise), president of UCLA Medical Center Auxiliary which benefited from the premiere; Buddy Adler, producer of the musical; Mrs. Darryl F. Zanuck; Dana Wynter and her husband, Greg Bautzer.",-118.33658,34.10113,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b342_110606_Adler_Zanuck_Wynter_Bautzer_4-22-1958.jpg
"Reverend Patrick Joseph performing a Catholic mass, Pacific State Hospital, Pomona, 1974",Priests,"Pacific State Hospital (Pomona, Calif.)",Pomona (Calif.),,1974,Text from newspaper caption: Catholic Mass--The Rev. Patrick Joseph Crowley lifts the chalice during mass at Pacific State Hospital.,-117.8109553,34.04624524,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b734_neg278026-5_frame36.jpg
"Bishop Cantwell and others attend Mass in memory of St. John Bosco, St. Patrick Catholic Church, Los Angeles, 1935",Saints,#REF!,Los Angeles (Calif.),,1935,"Text from newspaper caption: Catholic Hierarchy Observing Saint's Anniversary: Solemn high mass in St. Patrick's Church yesterday with Bishop Cantwell presiding, commemorated canonization of St. John Bosco on the forty-seventh anniversary of his death. In the photo. left to right are Msgr. Francis Conaty, Bishop Cantwell, Msgr. John Cawley, Rev. Joseph McGlucken [McGucken], together with priests at the altar and altar boys.",-118.256766,34.012233,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_1364.jpg
"Diosa Costello and Norma Calderon, Philharmonic Auditorium, Los Angeles, 1950",Dressing rooms (Performing arts)--California--Los Angeles,"Philharmonic Auditorium (Organization : Los Angeles, Calif.)",Los Angeles (Calif.),,1950,"Text from newspaper caption: Cast Members--Diosa Costello, seated who takes part of Bloody Mary, and Norma Calderon, as Liat, look at shrunken head used as one of ""props"" in the production.",-118.2427217,34.0537168,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/1429_b97_64575_Diosa_Costello_seated_and_Norma_Caldron_standing-5-23-1950.jpg
"Sewer maintenance workers fix the damage falling dirt caused after the death of Peter Sanchez, Los Angeles, 1936",Accidents $z California $z Los Angeles,"Sanchez, Peter, $d 1936",Los Angeles (Calif.),,1936,"Text from newspaper caption: Buried under tons of earth when an eleven-foot-deep sewage ditch collapsed over him, Peter Sanchez, city laborer, met his death here at 2800 Newell street. Workmen are shown repairing damage caused by the falling dirt.",-118.24387,34.101304,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_12095.jpg
"UCLA's Delta Zeta quartet singing for Ronald Reagan, Hollywood Bowl, Los Angeles, 1957",College students--California--Los Angeles,"Reagan, Ronald",Los Angeles (Calif.),,1957,"Text from newspaper caption: Bowl Warmup--Delta Zeta quartet gives MC Ronald Reagan burst of song in warmup for UCLA's spring sing at Hollywood Bowl.  From left, Mary Upton, Rachel Cadwalader, Elena Redmond, Sally Sutton.",-118.33883,34.11277,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b305_neg104342_frame66.jpg
"Impromptu Miss Compton Evelyn Hurlburt, Compton, 1936",Flower arrangements,"Los Angeles Times Building (Los Angeles, Calif.)",Compton (Calif.),,1936,"Text from newspaper caption: Blond-tressed Evelyn Hurlburt, shown surrounded by flowers, was named Miss Compton in an informal ceremony conducted by a delegation of more than 2000 persons visiting the New Times Building yesterday from Compton. The flowers were presented The Times by the Compton City Council in appreciation of the bid to visit the plant.",-118.245057,34.05284,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_12638.jpg
"Morris Stoloff, Vincent Price, and Anita Ekberg, Academy Awards, Los Angeles, 1958",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1958,"Text from newspaper caption: Best Music Scoring--Vincent Price, center and Anita Ekberg present Oscar for achievement in music scoring to Morris Stoloff, who accepted for Malcomb Arnold, scorer of ""Bridge on River Kwai.""",-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b336_109647-A1_Price_Ekberg_Stoloff.jpg
"Grace Kelly and Ernest Borgnine, Academy Awards, Los Angeles, 1956",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1956,"Text from newspaper caption: Best Actor of 1955--Grace Kelly, last year's Academy Award winner, presents Oscar to Ernest Borgnine, who won best actor laurels for title role in film ""Marty.""  Same vehicle also captured the golden statuette as the best picture of the year.  ""Marty,"" in addition, took top honors for direction and was named best screenplay.",-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b269_97984-F1_Kelly_and_Borgnine_032256.jpg
"Sonia Mattson, Patricia Reibling, and Nellie Van Dyke, Los Angeles County General Hospital, Los Angeles, 1947",Nursing students--California--Los Angeles County,Los Angeles County General Hospital,Los Angeles (Calif.),,1947,"Text from newspaper caption: Bandage Class--Sonia Mattson, left, and Patricia Reibling, right, practice art of correct ways to wrap a bandage under the eyes of Nellie Van Dyke, instructor.",-118.2081288,34.0596114,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/c1429_b29_49170-2_bandage_class_12-14-1947.jpg
"Deborah Kerr and Stewart Granger, Academy Awards, Los Angeles, 1950",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1950,"Text from newspaper caption: Back In Time--Deborah Kerr, with escort Stewart Granger, got back from England in time for Oscar event.",-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b92_63449_Kerr_Granger_Oscars_3-24-1950.jpg
"Dr. Ben M. Cherrington, Gertrude H. Rounsavelle and Frank A. Bouelle, Los Angeles, 1935",School superintendents $z California $z Los Angeles,"Rounsavelle, Gertrude H., $d 1892-1966",Los Angeles (Calif.),,1935,"Text from newspaper caption: At opening sessions of the Teachers' Institute yesterday Superintendent of Schools Bouelle, left, Mrs. Gertrude Rounsavelle, president of the Board of Education, and Dr. Ben M. Cherrington took a [?] part.",-118.256357,34.049436,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13233.jpg
"Edward Craig, speaker of Assembly, addressing convention luncheon attendees at the Clark Hotel, Los Angeles, 1935",Meetings $z California $z Los Angeles,#REF!,Los Angeles (Calif.),,1935,"Text from newspaper caption: Assembly Chief Addresses Republicans: Edward Craig, speaker of Assembly, shown addressing California Republican Assembly. Left to right, Mark Requa, Leo Anderson, Craig, Sherrill Halbert and Catherine Venn [Los Angeles Times, 10 Feb. 1935: 2]",-118.250549,34.049388,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_11324.jpg
"Henri Cochet, French tennis champion, playing at the Pacific Southwest Tennis Championships, Los Angeles, 1928",Tennis players $z California $z Los Angeles,Pacific Southwest Tennis Championships,Los Angeles (Calif.),,1928,"Text from newspaper caption: As The Camera Catches Henri Cochet, The World's Champion, In Action, On The Tennis Courts: These photos were taken the past week on the courts of the Los Angeles Tennis Club where the world's singles king has been a featured performer and where he will play today in the final events of the second annual Pacific Southwest tourney. (1) service [Los Angeles Times, October 7, 1928]",-118.330114,34.082458,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_1767.jpg
"Globe Mills exhibit at the Food and Household Show, Los Angeles, 1932",Exhibitions $z California $z Los Angeles,"Shrine Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,Text from newspaper caption: Arlene Scott Recommends Globe Milling Products to All Who Stop at Booth,-118.281542,34.023208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4676.jpg
"Archbishop Athenagoras visits Los Angeles, 1936",Bishops $z California $z Los Angeles,"Athenagoras I, Ecumenical Patriarch of Constantinople, 1886-1972.",Los Angeles (Calif.),,1936,Text from newspaper caption: Archbishop Athenagoras of the Greek Orthodox Church in Southland on tour.,-118.254719,34.033868,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13876.jpg
"Girl stands in front of the Los Angeles Times Home Service Bureau exhibit at the Food and Household Show, Los Angeles, 1933",Canned foods,"Shrine Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.),,1933,"Text from newspaper caption: Annual Food and Household Show Opens Today: The Times Home Service Bureau, a feature of show [Los Angeles Times, 13 Nov. 1933: A7]",-118.281542,34.023208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4666.jpg
"Sylvia and Louise Haines, known as the Weber Gingham Twins, stand in front of the Weber Bread exhibit at the Food and Household Show, Los Angeles, 1933",Exhibitions $z California $z Los Angeles,"Shrine Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.),,1933,"Text from newspaper caption: Annual Food and Household Show Opens Today: Sylvia and Louise Haines, ""gingham twins,"" show the way at Weber's Bread display [Los Angeles Times, 13 Nov. 1933: A7]",-118.281542,34.023208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4668.jpg
"Woman stands in front of the Standard Oil Company exhibit at the Food and Household Show, Los Angeles, 1933",Exhibitions $z California $z Los Angeles,Standard Oil Company of California,Los Angeles (Calif.),,1933,"Text from newspaper caption: Annual Food and Household Show Opens Today: Standard Oil Company shows ""Oronite"" products [Los Angeles Times, 13 Nov. 1933: A7]",-118.281542,34.023208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4667.jpg
"Two women stand in the Sperry Flour Company display at the Food and Household Show, Los Angeles, 1933",Exhibitions $z California $z Los Angeles,"Shrine Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.),,1933,"Text from newspaper caption: Annual Food and Household Show Opens Today: Sperry Flour Company's display one of outstanding at exposition to be held at Shrine Auditorium [Los Angeles Times, 13 Nov. 1933: A7]",-118.281542,34.023208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4671.jpg
